(ruBBB-) ОБРАЗОВАНИЕ
(ruBBB-) РАЗВИТИЕ-СТОЛИЦА
(ruBBB-) РЕНЕССАНС КРЕДИТ
(ruBBB-) УБРИР
(ruBB-) РУССКИЙ СТАНДАРТ
(R) ИНВЕСТТОРГБАНК
(R) НОТА-БАНК
Сортировка по позиции в рейтинге на дату: 01 Января 2017 г. (обновление по состоянию на 24 Января 2017 г.)
(ruAA+) АЙСИБИСИ БАНК
(ruAA+) БНП ПАРИБА БАНК
 (ruAA+) ВТБ
(ruAA+) ГПБ
(ruAA+) ОГНИ МОСКВЫ
(ruAA+) РАЙФФАЙЗЕНБАНК
(ruAA+) РУСФИНАНС БАНК
(ruAA+) СМБСР БАНК
(ruAA+) ЭМ-Ю-ЭФ-ДЖИ ЕВРАЗИЯ
(ruAA) АЛЬФА-БАНК
(ruAA-) ВОЗРОЖДЕНИЕ
(ruAA-) МОСКОВСКИЙ КРЕДИТНЫЙ БАНК
(ruAA-) ПРОМСВЯЗЬБАНК
(ruAA-) РОСЕВРОБАНК
(ruAA-) СВЯЗЬ-БАНК
(ruAA-) ФК ОТКРЫТИЕ
(ruA) ГЛОБЭКС
(ruA) ЗАПСИБКОМБАНК
(ruA) СОВКОМБАНК
(ruA-) БИНБАНК
(ruA-) ИНГОССТРАХ БАНК
(ruA-) ЦЕНТРОКРЕДИТ
(ruBBB+) АЛЬБА АЛЬЯНС
(ruBBB+) КРАЙИНВЕСТБАНК
(ruBBB+) НАЦИОНАЛЬНЫЙ СТАНДАРТ
(ruBBB+) НФК
(ruBBB) БАНК БФА
(ruBBB-) БАНК ИННОВАЦИЙ И РАЗВИТИЯ
(ruBBB-) МБСП
(ruBBB-) МЕЖТОПЭНЕРГОБАНК
(ruBBB-) ОБРАЗОВАНИЕ
(ruBBB-) РАЗВИТИЕ-СТОЛИЦА
(ruBBB-) РЕНЕССАНС КРЕДИТ
(ruBBB-) УБРИР
(ruBB-) РУССКИЙ СТАНДАРТ
(R) ИНВЕСТТОРГБАНК
(R) НОТА-БАНК
Сортировка по позиции в рейтинге на дату: 01 Декабря 2016 г. (обновление по состоянию на 16 Декабря 2016 г.)
(ruAA+) АЙСИБИСИ БАНК
(ruAA+) БНП ПАРИБА БАНК
 (ruAA+) ВТБ
(ruAA+) ГПБ
(ruAA+) ОГНИ МОСКВЫ
(ruAA+) РАЙФФАЙЗЕНБАНК
(ruAA+) РУСФИНАНС БАНК
(ruAA+) СМБСР БАНК
(ruAA+) ЭМ-Ю-ЭФ-ДЖИ ЕВРАЗИЯ
(ruAA) АЛЬФА-БАНК
(ruAA-) ВОЗРОЖДЕНИЕ
(ruAA-) МОСКОВСКИЙ КРЕДИТНЫЙ БАНК
(ruAA-) ПРОМСВЯЗЬБАНК
(ruAA-) РОСЕВРОБАНК
(ruAA-) СВЯЗЬ-БАНК
(ruAA-) ФК ОТКРЫТИЕ
(ruA) ГЛОБЭКС
(ruA) ЗАПСИБКОМБАНК
(ruA) СОВКОМБАНК
(ruA-) БИНБАНК
(ruA-) ИНГОССТРАХ БАНК
(ruA-) ЦЕНТРОКРЕДИТ
(ruBBB+) АЛЬБА АЛЬЯНС
(ruBBB+) КРАЙИНВЕСТБАНК
(ruBBB+) НАЦИОНАЛЬНЫЙ СТАНДАРТ
(ruBBB+) НФК
(ruBBB) БАНК БФА
(ruBBB-) БАНК ИННОВАЦИЙ И РАЗВИТИЯ
(ruBBB-) МБСП
(ruBBB-) МЕЖТОПЭНЕРГОБАНК
(ruBBB-) ОБРАЗОВАНИЕ
(ruBBB-) РАЗВИТИЕ-СТОЛИЦА
(ruBBB-) РЕНЕССАНС КРЕДИТ
(ruBBB-) УБРИР
(ruBB-) РУССКИЙ СТАНДАРТ
(ruCCC-) ТАТФОНДБАНК
(R) ИНВЕСТТОРГБАНК
(R) НОТА-БАНК
Сортировка по позиции в рейтинге на дату: 01 Ноября 2016 г. (обновление по состоянию на 15 Ноября 2016 г.)
(ruAA+) АЙСИБИСИ БАНК
(ruAA+) БНП ПАРИБА БАНК
 (ruAA+) ВТБ
(ruAA+) ГПБ
(ruAA+) ОГНИ МОСКВЫ
(ruAA+) РАЙФФАЙЗЕНБАНК
(ruAA+) РУСФИНАНС БАНК
(ruAA+) СМБСР БАНК
(ruAA+) ЭМ-Ю-ЭФ-ДЖИ ЕВРАЗИЯ
(ruAA) АЛЬФА-БАНК
(ruAA-) ВОЗРОЖДЕНИЕ
(ruAA-) ГЛОБЭКС
(ruAA-) МОСКОВСКИЙ КРЕДИТНЫЙ БАНК
(ruAA-) ПРОМСВЯЗЬБАНК
(ruAA-) РОСЕВРОБАНК
(ruAA-) СВЯЗЬ-БАНК
(ruAA-) ФК ОТКРЫТИЕ
(ruA) ЗАПСИБКОМБАНК
(ruA-) ИНГОССТРАХ БАНК
(ruA-) СОВКОМБАНК
(ruA-) ЦЕНТРОКРЕДИТ
(ruBBB+) АЛЬБА АЛЬЯНС
(ruBBB+) КРАЙИНВЕСТБАНК
(ruBBB+) НАЦИОНАЛЬНЫЙ СТАНДАРТ
(ruBBB+) НФК
(ruBBB+) ТАТФОНДБАНК
(ruBBB) БАНК БФА
(ruBBB) БИНБАНК
(ruBBB) МЕЖТОПЭНЕРГОБАНК
(ruBBB-) БАНК ИННОВАЦИЙ И РАЗВИТИЯ
(ruBBB-) БИНБАНК
(ruBBB-) МБСП
(ruBBB-) ОБРАЗОВАНИЕ
(ruBBB-) РАЗВИТИЕ-СТОЛИЦА
(ruBBB-) РЕНЕССАНС КРЕДИТ
(ruBBB-) УБРИР
(ruBB-) РУССКИЙ СТАНДАРТ
(R) ИНВЕСТТОРГБАНК
(R) НОТА-БАНК
Сортировка по позиции в рейтинге на дату: 01 Октября 2016 г. (обновление по состоянию на 17 Октября 2016 г.)
(ruAA+) АЙСИБИСИ БАНК
(ruAA+) БНП ПАРИБА БАНК
 (ruAA+) ВТБ
(ruAA+) ГПБ
(ruAA+) ОГНИ МОСКВЫ
(ruAA+) РАЙФФАЙЗЕНБАНК
(ruAA+) РУСФИНАНС БАНК
(ruAA+) СМБСР БАНК
(ruAA+) ЭМ-Ю-ЭФ-ДЖИ ЕВРАЗИЯ
(ruAA) АЛЬФА-БАНК
(ruAA-) ВОЗРОЖДЕНИЕ
(ruAA-) ГЛОБЭКС
(ruAA-) МОСКОВСКИЙ КРЕДИТНЫЙ БАНК
(ruAA-) ПРОМСВЯЗЬБАНК
(ruAA-) РОСЕВРОБАНК
(ruAA-) СВЯЗЬ-БАНК
(ruAA-) ФК ОТКРЫТИЕ
(ruA+) ПЕРЕСВЕТ
(ruA) ЗАПСИБКОМБАНК
(ruA-) ИНГОССТРАХ БАНК
(ruA-) СОВКОМБАНК
(ruA-) ЦЕНТРОКРЕДИТ
(ruBBB+) АЛЬБА АЛЬЯНС
(ruBBB+) КРАЙИНВЕСТБАНК
(ruBBB+) НАЦИОНАЛЬНЫЙ СТАНДАРТ
(ruBBB+) НФК
(ruBBB+) ТАТФОНДБАНК
(ruBBB) БАНК БФА
(ruBBB) БИНБАНК
(ruBBB) МЕЖТОПЭНЕРГОБАНК
(ruBBB-) БАНК ИННОВАЦИЙ И РАЗВИТИЯ
(ruBBB-) БИНБАНК
(ruBBB-) МБСП
(ruBBB-) ОБРАЗОВАНИЕ
(ruBBB-) РАЗВИТИЕ-СТОЛИЦА
(ruBBB-) РЕНЕССАНС КРЕДИТ
(ruBBB-) УБРИР
(ruBB-) РУССКИЙ СТАНДАРТ
(R) ИНВЕСТТОРГБАНК
(R) НОТА-БАНК
Сортировка по позиции в рейтинге на дату: 01 Сентября 2016 г. (дата не точная  обычно рейтинг обновляется 12-15 числа каждого месяца)
(ruAA+) АЙСИБИСИ БАНК
(ruAA+) БНП ПАРИБА БАНК
 (ruAA+) ВТБ
(ruAA+) ГПБ
(ruAA+) ОГНИ МОСКВЫ
(ruAA+) РАЙФФАЙЗЕНБАНК
(ruAA+) РУСФИНАНС БАНК
(ruAA+) СМБСР БАНК
(ruAA+) ЭМ-Ю-ЭФ-ДЖИ ЕВРАЗИЯ
(ruAA) АЛЬФА-БАНК
(ruAA-) ВОЗРОЖДЕНИЕ
(ruAA-) ГЛОБЭКС
(ruAA-) МОСКОВСКИЙ КРЕДИТНЫЙ БАНК
(ruAA-) ПРОМСВЯЗЬБАНК
(ruAA-) РОСЕВРОБАНК
(ruAA-) СВЯЗЬ-БАНК
