iter	Logloss
0	0.6539145802
1	0.616783543
2	0.5839765655
3	0.5515044678
4	0.5227808026
5	0.4922115794
6	0.4662688024
7	0.4441583638
8	0.4225451316
9	0.4005461182
10	0.3804873534
11	0.3621976087
12	0.3461175644
13	0.3297468245
14	0.3151193054
15	0.301279665
16	0.2890602687
17	0.2774879008
18	0.2665686509
19	0.2571283066
20	0.2478840371
21	0.2385884711
22	0.2306460448
23	0.2228722903
24	0.2155127892
25	0.2088493353
26	0.203013691
27	0.1972519118
28	0.1908022553
29	0.1851311573
30	0.1803043827
31	0.1759786264
32	0.1714938905
33	0.1671725736
34	0.1632978638
35	0.1596474223
36	0.156439718
37	0.1530219701
38	0.1496121478
39	0.1469504595
40	0.1442979869
41	0.1416966249
42	0.1394064352
43	0.1374607478
44	0.1355157345
45	0.1335064902
46	0.1313867504
47	0.1297291671
48	0.1276393289
49	0.1261844679
50	0.1248789291
51	0.1235396653
52	0.1221337881
53	0.1207886439
54	0.1196474306
55	0.1183643908
56	0.1173255845
57	0.1162310656
58	0.1150988472
59	0.1141382756
60	0.113230523
61	0.1120002787
62	0.1111743634
63	0.1101754995
64	0.1093875045
65	0.1087445319
66	0.1079053683
67	0.1071380824
68	0.1063926214
69	0.105883968
70	0.1053583707
71	0.1046600923
72	0.1041786792
73	0.1036733728
74	0.1030797559
75	0.1024653834
76	0.1019292107
77	0.1015817449
78	0.1012732106
79	0.1006373618
80	0.100190987
81	0.0998760726
82	0.09957789285
83	0.09911869976
84	0.0987738488
85	0.09835523735
86	0.09801013072
87	0.09767724972
88	0.09741942499
89	0.09717212918
90	0.0967848488
91	0.096568855
92	0.09620487536
93	0.09603375147
94	0.09584082598
95	0.09547828738
96	0.09509879328
97	0.09493728022
98	0.0947791722
99	0.0945468737
100	0.09431718418
101	0.09415671123
102	0.09394126363
103	0.09378867574
104	0.09362951019
105	0.09343245333
106	0.09318408835
107	0.09295528787
108	0.09283041682
109	0.09245421155
110	0.09224384247
111	0.09203437985
112	0.09163005681
113	0.09131259148
114	0.09124433949
115	0.09107894491
116	0.09088699562
117	0.09069391906
118	0.0905567759
119	0.09044083583
120	0.09029295457
121	0.09010895426
122	0.089918876
123	0.08986907285
124	0.08978513208
125	0.08961089367
126	0.08950560454
127	0.08936516674
128	0.08932341135
129	0.08922468245
130	0.08910665054
131	0.0889893624
132	0.08887466001
133	0.08881462428
134	0.08869092699
135	0.08856670673
136	0.08848826284
137	0.08837911543
138	0.08820120469
139	0.08804348018
140	0.08798310744
141	0.08778066991
142	0.08759603624
143	0.08741127473
144	0.08730636329
145	0.0872072567
146	0.08714541968
147	0.08704595864
148	0.08690398682
149	0.08677392104
150	0.08670501825
151	0.08659644029
152	0.08641579854
153	0.08632463512
154	0.0862624204
155	0.08616490012
156	0.08609986142
157	0.08599330556
158	0.08592472236
159	0.08579469726
160	0.08570110498
161	0.08551735453
162	0.08545445415
163	0.08538260536
164	0.08533630022
165	0.08524604908
166	0.08519213198
167	0.08510221204
168	0.08496793934
169	0.08492925198
170	0.08474767471
171	0.08469414693
172	0.08464083995
173	0.08456649838
174	0.08449295869
175	0.08441969791
176	0.08435958084
177	0.08427476266
178	0.08421333819
179	0.08408118638
180	0.08401216157
181	0.08394139356
182	0.08390263066
183	0.08385773751
184	0.0837685439
185	0.08369046027
186	0.08361568872
187	0.08347962634
188	0.08343673206
189	0.08324922212
190	0.08316551377
191	0.08312552482
192	0.08308042249
193	0.08301083404
194	0.08296954931
195	0.08289512059
196	0.08283392855
197	0.08278012185
198	0.08272038828
199	0.08265030012
200	0.08254258213
201	0.08249101254
202	0.08243999496
203	0.082401203
204	0.08238293429
205	0.08233970299
206	0.08225192719
207	0.08220374521
208	0.08216416881
209	0.08208656747
210	0.082021982
211	0.08194836677
212	0.08189370009
213	0.08183614552
214	0.08174505183
215	0.08167986786
216	0.08164070984
217	0.08161592738
218	0.08157759446
219	0.08150906937
220	0.08142964929
221	0.08138903279
222	0.0813768304
223	0.08133154213
224	0.08128853745
225	0.08119994234
226	0.08119109852
227	0.08116173726
228	0.08109686126
229	0.08106261905
230	0.08103596556
231	0.08098411124
232	0.08090717812
233	0.08087233742
234	0.08082110484
235	0.08078420135
236	0.08074392768
237	0.08070818632
238	0.08063976581
239	0.08054078125
240	0.08049773589
241	0.08044389433
242	0.08040618315
243	0.08039356821
244	0.08035431722
245	0.08031112078
246	0.08028048699
247	0.0801747853
248	0.08012155386
249	0.08005660813
250	0.08000517218
251	0.07995850097
252	0.07994310854
253	0.07985297361
254	0.07978174656
255	0.07974660369
256	0.07972784689
257	0.07969906089
258	0.07967647486
259	0.07964305776
260	0.07957674653
261	0.07954479953
262	0.07950157404
263	0.07946891233
264	0.07939017209
265	0.0793607353
266	0.07928619617
267	0.07926175073
268	0.07919742674
269	0.07908870351
270	0.07906122491
271	0.07902494316
272	0.07897010216
273	0.07890787582
274	0.07888284932
275	0.07884394696
276	0.07880472501
277	0.07875177248
278	0.07868006896
279	0.07866150972
280	0.07861396691
281	0.07857453578
282	0.07850249524
283	0.07844112306
284	0.07838213907
285	0.07833491585
286	0.07829420056
287	0.07825298556
288	0.07822750001
289	0.07819776106
290	0.0781884582
291	0.0781702476
292	0.07811250708
293	0.07808089129
294	0.07802138434
295	0.07795829802
296	0.07794060457
297	0.07792941905
298	0.07790553143
299	0.07788044101
300	0.07783696566
301	0.07779447813
302	0.07775533753
303	0.07768357009
304	0.07763385991
305	0.07759796747
306	0.07755599708
307	0.0775139744
308	0.0774186796
309	0.07738324621
310	0.07735616854
311	0.07730780062
312	0.07724014712
313	0.07719914131
314	0.07717786267
315	0.0771704599
316	0.07712681604
317	0.07709278301
318	0.07704264865
319	0.07699478045
320	0.07694744682
321	0.07689437227
322	0.0768570969
323	0.07683933371
324	0.07682361588
325	0.07679466137
326	0.07679155848
327	0.07675523024
328	0.07672606074
329	0.07667866901
330	0.07664972612
331	0.07662366531
332	0.0765442801
333	0.07652595909
334	0.0764994683
335	0.07646525514
336	0.07643539998
337	0.07640421999
338	0.07637485873
339	0.0763480716
340	0.07633468965
341	0.07631418965
342	0.07629800696
343	0.07622844757
344	0.07616728458
345	0.07613890532
346	0.07611817289
347	0.07604966523
348	0.07603266325
349	0.07597008826
350	0.07594149401
351	0.07588322473
352	0.07586733258
353	0.07582753538
354	0.07578690145
355	0.07576125901
356	0.07570165909
357	0.07563952572
358	0.07560362747
359	0.07555095966
360	0.07552663043
361	0.07548059259
362	0.07541963297
363	0.07536515224
364	0.07533362941
365	0.07530082244
366	0.07526328558
367	0.07520606222
368	0.07515512599
369	0.07511579945
370	0.07509793749
371	0.07506238788
372	0.07499209053
373	0.0749473717
374	0.07489773706
375	0.07487097898
376	0.07483666123
377	0.0747824536
378	0.07473238896
379	0.07470563088
380	0.07467525276
381	0.07462309048
382	0.07461114376
383	0.07453514616
384	0.07447107784
385	0.07444978178
386	0.07440877596
387	0.0743496467
388	0.07431188323
389	0.07426697847
390	0.0742243631
391	0.07419549574
392	0.07417321187
393	0.07413013746
394	0.07411203145
395	0.07409089808
396	0.07407427379
397	0.07403629532
398	0.07401832877
399	0.07398692797
400	0.07395885087
401	0.07389793193
402	0.07384499683
403	0.07378232307
404	0.07367531979
405	0.07362813143
406	0.07360064702
407	0.07359239007
408	0.0735659109
409	0.07356024551
410	0.07353658451
411	0.07348551463
412	0.07347510774
413	0.07342368923
414	0.07340060929
415	0.07332550072
416	0.07331414088
417	0.07330091001
418	0.07324645252
419	0.07322157709
420	0.07319785218
421	0.07316043735
422	0.0731491821
423	0.07313263335
424	0.07308072092
425	0.07300069654
426	0.07295178241
427	0.07291771452
428	0.07287731301
429	0.0728563191
430	0.07284051411
431	0.07280691689
432	0.07273914718
433	0.0726941262
434	0.07268328351
435	0.07264959912
436	0.0726357407
437	0.07260101621
438	0.07257854058
439	0.07254937107
440	0.07251161341
441	0.072455128
442	0.07244115918
443	0.07241736453
444	0.07238067604
445	0.07233737501
446	0.07231225553
447	0.07229421344
448	0.07222553146
449	0.0722133988
450	0.07219429336
451	0.07217347958
452	0.07212766254
453	0.07207698778
454	0.07204053752
455	0.07203837596
456	0.07201889863
457	0.07201139707
458	0.07197302348
459	0.07193774698
460	0.07190205791
461	0.07188664224
462	0.07186886743
463	0.07183596167
464	0.07181245175
465	0.07179546138
466	0.07176314831
467	0.07172575672
468	0.07169582021
469	0.07162763795
470	0.07159429639
471	0.07157852045
472	0.07154699763
473	0.07151254042
474	0.07147715351
475	0.07146724053
476	0.07145189458
477	0.07141694347
478	0.07137877907
479	0.07133012061
480	0.07129722066
481	0.07126310048
482	0.0712352558
483	0.07117823
484	0.0711636743
485	0.07112868252
486	0.07106402151
487	0.07102446255
488	0.07098181812
489	0.07095472883
490	0.07091858654
491	0.07087262423
492	0.0708567437
493	0.07081877686
494	0.0707603042
495	0.07075017041
496	0.0707312451
497	0.07070038469
498	0.07068173829
499	0.07064883253
500	0.07063014545
501	0.07062208026
502	0.0705987679
503	0.07058553122
504	0.07056677441
505	0.07054840111
506	0.07053554212
507	0.07048767973
508	0.07047816187
509	0.07047146799
510	0.07045533761
511	0.07041489542
512	0.07036765477
513	0.07032831661
514	0.07030214541
515	0.07028695635
516	0.07028179648
517	0.07023724616
518	0.07020699587
519	0.07018453768
520	0.07015912767
521	0.07013371185
522	0.0700697365
523	0.07001327433
524	0.0699840351
525	0.06995501667
526	0.06990690442
527	0.06986991958
528	0.0698347128
529	0.06978794862
530	0.069761115
531	0.06972469379
532	0.06970963257
533	0.06967164829
534	0.06962450642
535	0.06959900344
536	0.06954928745
537	0.0695149174
538	0.06950802596
539	0.06946804863
540	0.06941484624
541	0.06935230031
542	0.06932532143
543	0.06930503642
544	0.0692800041
545	0.0692422232
546	0.06921536634
547	0.06918008402
548	0.06915538872
549	0.06910761349
550	0.06908664282
551	0.06906258088
552	0.06905409732
553	0.06901317867
554	0.06898310851
555	0.06895303835
556	0.06893623974
557	0.06889933625
558	0.06888561728
559	0.06885688358
560	0.06880940469
561	0.06879364037
562	0.06873370343
563	0.06869359245
564	0.0686579092
565	0.06864821121
566	0.06860798983
567	0.06860154
568	0.06856388693
569	0.06852215479
570	0.06849329325
571	0.06844849888
572	0.06843620353
573	0.06841685984
574	0.06838731265
575	0.06834864852
576	0.06832182653
577	0.06829273837
578	0.06827019882
579	0.06822016906
580	0.06817662979
581	0.06817325961
582	0.06815789623
583	0.06813609464
584	0.06809417655
585	0.068053316
586	0.06804044539
587	0.06800033442
588	0.06799141505
589	0.06795886956
590	0.06792505152
591	0.06791134418
592	0.06787686954
593	0.06786505067
594	0.06783184856
595	0.06779002344
596	0.06774990666
597	0.0677186395
598	0.06770121915
599	0.06767551861
600	0.06763232217
601	0.06759816131
602	0.06757759739
603	0.06754510419
604	0.06750772422
605	0.06746853133
606	0.06743737458
607	0.06741807158
608	0.06740656066
609	0.06737164441
610	0.06733784962
611	0.06730633261
612	0.06728235203
613	0.06727391495
614	0.06727114327
615	0.06725174729
616	0.06721913787
617	0.06719190913
618	0.06716172857
619	0.06713523778
620	0.06712436603
621	0.06711827065
622	0.06709577759
623	0.06708147175
624	0.06706253482
625	0.06703395219
626	0.06700647358
627	0.06700083725
628	0.06697656613
629	0.06695814634
630	0.06693154514
631	0.06692451425
632	0.06690689052
633	0.06689702983
634	0.06687135834
635	0.06685919083
636	0.06683429796
637	0.06681652316
638	0.06677988115
639	0.06674964829
640	0.06672673106
641	0.06671354667
642	0.0666588277
643	0.06663509116
644	0.06663226718
645	0.06661534073
646	0.06659457344
647	0.0665592795
648	0.06654514798
649	0.06652052822
650	0.06648586183
651	0.06645784284
652	0.06643392036
653	0.06638140362
654	0.06632932269
655	0.06632667884
656	0.06630439497
657	0.06628288972
658	0.06623215105
659	0.06621750819
660	0.06618832707
661	0.06617520079
662	0.0661259264
663	0.06610261404
664	0.06607656486
665	0.06606070176
666	0.06605367668
667	0.06600127616
668	0.06595251311
669	0.06594705691
670	0.06592132731
671	0.06590970018
672	0.06586281398
673	0.06583807801
674	0.0658119591
675	0.06576684515
676	0.06574420101
677	0.0657315454
678	0.06571194023
679	0.06570950557
680	0.06569499054
681	0.06568938907
682	0.06567739587
683	0.06565590805
684	0.06563560561
685	0.06562190408
686	0.06557895169
687	0.06556574988
688	0.0655383933
689	0.06551109482
690	0.06549049604
691	0.06547890378
692	0.06545907781
693	0.06544719501
694	0.06544105896
695	0.0654291994
696	0.06540970465
697	0.06539066312
698	0.06537115093
699	0.06535245223
700	0.06534429987
701	0.0653222891
702	0.06530762881
703	0.06529633289
704	0.06528540885
705	0.06526243351
706	0.06525135839
707	0.06523870278
708	0.06522826684
709	0.06521041068
710	0.06516138035
711	0.06515149061
712	0.06513511036
713	0.06511780622
714	0.06510014182
715	0.06505340088
716	0.0650413089
717	0.06503507406
718	0.06501787452
719	0.06499503863
720	0.06495051736
721	0.06494102275
722	0.06493900645
723	0.06489353805
724	0.06487173646
725	0.06482903974
726	0.06480298474
727	0.06478805716
728	0.06475534897
729	0.06473916047
730	0.06472002597
731	0.06470125174
732	0.06468778263
733	0.06467354652
734	0.06465268044
735	0.06465097792
736	0.06463512063
737	0.0645941032
738	0.0645784609
739	0.06456718823
740	0.06455640945
741	0.06454458476
742	0.06453629876
743	0.06452039499
744	0.06451869247
745	0.06450928501
746	0.06450765803
747	0.0644949385
748	0.06448053969
749	0.06447435134
750	0.06446549008
751	0.06445033588
752	0.06444000453
